source,target
11687,"22185, 11106, 11201"
11688,NA
11689,NA
11690,"11071, 20021, 20022, 11073, 20297"
11691,28429
11692,"11013, 11010, 20166, 20024, 27530, 28322, 12321"
11693,"11328, 11080, 11019, 10715, 10664"
11694,"11331, 11350, 11060, 11013, 11369"
11695,"28488, 20024, 20001, 20031"
11696,11070
11697,"20152, 22139, 11210, 11517, 11894, 11107, 10606, 19961, 20169, 20177"
11698,"11176, 10603"
11699,"11529, 11065, 11013, 11070"
11700,"11019, 11073, 20021, 20297, 20252, 20208"
11701,"20020, 11352, 10743"
11702,NA
11703,"20020, 11307, 20022, 20208"
11704,11013
11705,"20001, 20342, 20167, 20160, 11184, 11034, 20509"
11706,"11153, 11103, 13110"
11707,"11106, 10616, 20001, 20160"
11708,NA
11709,"11015, 11070, 11433, 10785, 11243, 19848, 11019, 11107, 14272, 10719, 20474, 20677, 20021"
11710,"11225, 11186, 11858, 11151, 11154, 11845, 11169, 11107, 10616, 11220, 20160"
11711,"20648, 24415, 20020, 20304, 20472, 28413"
11712,11013
11713,"20001, 11340, 11201, 20559, 11586, 11062, 20702, 20321, 20167, 20155"
11714,"17017, 11028, 11422, 18414, 19076, 18010"
11715,"11449, 11019, 11389"
11716,"11013, 11047"
11717,"11178, 11065, 11013, 12497, 11154, 28303"
11718,"20025, 20032, 20031, 20012, 20005, 20452, 20608, 20364, 20352, 20318, 20330, 20333, 30213, 25198, 20595, 20340, 20034, 20191, 20351, 20348"
11719,"11015, 11279, 11282"
11720,"20432, 20456, 20454, 27053, 28625, 20644, 20736"
11721,NA
11722,"25579, 29531, 11066, 18414, 10880, 11415, 4097"
11723,"25125, 28645, 11060, 20311, 20012, 20587, 20020, 11624, 20469"
11724,"20180, 11070, 20265"
11725,"11012, 11069, 19908, 18655, 11369, 11190, 10844, 19929"
11726,NA
11727,NA
11728,11442
11729,"11311, 11307, 20022, 20020, 20258, 20423, 20243"
11730,"11269, 11019, 11296, 14008"
11731,"11378, 11035, 11049, 11324, 11332, 11060, 15097, 11371, 11375"
11732,"11368, 10664, 10669, 11070, 20020"
11733,NA
11734,11013
11735,NA
11736,11294
11800,NA
11801,NA
11802,NA
11803,NA
11804,"11449, 11163, 15097, 11168, 11257, 19800, 11524, 10617, 11291"
11805,NA
11806,NA
11810,"29188, 11629, 11107, 11062, 15671"
11811,"11011, 11014, 11183, 487, 11242, 11106"
11812,NA
11813,NA
11814,"12311, 10535, 11013, 11014, 11195, 10929, 11874, 11215, 11262"
11815,NA
11816,NA
11817,"10609, 11013, 11107"
11818,"11814, 11013"
11819,"11530, 11014"
11820,11003
11821,NA
11825,"18493, 11014"
11826,"20514, 20177, 11070"
11827,"19809, 12246, 11193"
11828,"20001, 11107, 20155, 11105"
11829,"11375, 11049, 10835, 11356"
11830,NA
11831,"11417, 12527, 11411"
11832,"20159, 20254, 20597, 20120"
11833,11875
11834,"11070, 11417, 20157, 20326, 20553"
11835,"11176, 20167, 20169, 11049, 10616"
11836,"20377, 20624"
11837,"14038, 11419, 18242, 11388"
11838,"11013, 11105, 20504"
11839,11013
11840,"10968, 11063"
11841,"20375, 26010, 20029, 20031, 20159"
11842,"11432, 11878, 10605, 11013, 11061"
11843,10554
11844,"11411, 11236, 11107, 11875"
11845,"20012, 20005, 20155, 20547, 20033, 20025, 20029, 20121, 20172, 20031, 20032, 20733, 20167, 20443, 20348, 20164"
11846,"11210, 11220, 11163, 10663, 21357, 10665, 20500"
11847,"11894, 11010, 20166, 11013, 11411, 20377, 20023"
11848,"10616, 20025, 20102, 20172, 20032"
11849,11154
11850,"11016, 11300"
11851,"11184, 11107, 11234, 20001, 11106, 20500, 20182"
11852,"11154, 11168, 12143, 12317, 11105, 11220, 11225, 10567, 11449, 11107"
11853,11062
11854,"11013, 20180, 11724"
11855,"11107, 11070, 20167, 11245, 20005, 20155"
11856,"11242, 11245, 11070, 10637"
11857,"20438, 26015, 11411, 11407, 28148, 25227"
11858,"11168, 20012, 20001, 20173, 20155, 20160, 20167, 20394, 20157"
11859,"11050, 10839, 19382, 10721, 11053"
11860,"18, 10616, 11168, 11169, 20001, 11184, 20177"
11861,"20001, 20005, 20169"
11862,NA
11863,"20012, 20005, 20102, 20256, 20587, 20318, 20330, 20313, 20337, 20031, 20032, 20367, 20594, 20452, 20348"
11864,"20501, 11831, 11154, 11841, 11168, 12527"
11865,"11269, 11080, 11296, 11019, 24229, 11574, 11282, 10922, 11371"
11866,"11177, 10644"
11867,NA
11868,NA
11869,"11169, 11209, 10616"
11870,"11191, 448, 11107"
11871,24066
11872,"20176, 11013"
11873,11825
11874,"11814, 53"
11875,"20025, 20226, 20326, 20554, 20468, 20032, 20031, 20254, 20029, 20277, 20452, 20120, 20241"
11876,"20304, 20212, 20021, 20423, 20187, 20706"
11877,"11051, 11035, 10832, 11419, 15145, 28678"
11878,"20012, 20024, 20001, 20160, 20509, 20167, 20155, 20159, 20212, 20208, 20031, 28413"
11879,"22055, 20652, 10587"
11892,"11013, 11263"
11893,"11540, 11013"
11894,"20160, 20377, 20299, 20379, 20475, 20702, 20374, 11169, 20321, 20167, 20341, 20288, 20212"
11895,"11841, 20500"
11896,NA
11897,"11168, 11858, 11213, 11449, 11062, 22152"
11898,"11833, 11875, 10605, 11169, 19891"
11899,"20201, 20306, 20723, 20318, 22233"
11900,"11309, 11296, 10745, 11636, 11049, 10846"
11901,"11345, 14044, 11154, 11019, 11300, 10778, 11863, 11052"
11902,NA
11905,NA
11949,NA
11950,NA
11951,NA
11952,NA
11953,NA
11956,NA
11957,NA
11958,NA
11959,NA
12000,NA
12004,"25583, 20020, 11889, 25153"
12005,NA
12009,"20023, 20624, 20733, 20736, 20248, 19825"
12010,NA
12011,"20012, 20271, 20032"
12012,20377
12013,19147
12015,NA
12018,"11517, 20706"
12019,"11197, 11220"
12023,"20001, 20169"
12025,"20501, 11107"
12027,NA
12028,NA
12032,11013
12033,NA
12034,NA
12036,"19849, 19903"
12039,NA
12040,"12163, 25318"
12041,"10511, 10665"
12042,NA
12046,NA
12052,NA
12053,"11154, 20504"
12055,11013
12056,"11065, 11070, 20025, 11107, 10616, 22010, 20587"
12057,"31657, 11107, 20580"
12059,NA
12060,"11289, 11595, 10704, 11449"
12062,NA
12064,NA
12066,"11407, 20624, 22212"
12074,"20180, 22149"
12076,"11282, 14352, 20655, 11729, 20469"
12080,11107
12082,11222
12083,NA
12089,11151
12090,NA
12091,"20150, 18108"
12104,NA
12108,11358
12109,NA
12110,"20023, 20624"
12112,NA
12114,"28108, 11013, 11060, 20020, 25104, 10743, 11335, 11338, 20701, 25212, 20509"
12117,NA
12119,NA
12121,11013
12125,23032
12128,"11013, 20177, 11107"
12130,11169
12131,NA
12132,12527
12134,11013
12135,NA
12136,"11173, 11858"
12137,"20001, 12074, 22207, 11062, 20155, 20167, 20169, 20732"
12138,"11107, 11013, 11173, 11500, 20169, 12592"
12139,20347
12141,"20506, 20001, 20167, 20511, 11894, 11875"
12142,"10649, 20177, 28379"
12143,NA
12147,NA
12148,"22119, 22737"
12151,"11107, 20001, 20169"
12152,NA
12153,10664
12154,NA
12155,22240
12156,"18252, 11107"
12157,11395
12158,10623
12160,"11411, 11407"
12161,20177
12163,NA
12169,22261
12171,20723
12173,"20177, 28244, 11154, 11160"
12174,NA
12175,"11107, 11070, 11169, 20155, 20157"
12176,11013
12177,"20177, 22048, 11154"
12179,12083
12180,11065
12181,11013
12184,"11106, 20177, 11070, 20509, 20012, 20005"
12186,"11173, 11409"
12190,"11013, 11154, 11832"
12192,"22215, 20167, 22231"
12193,"18915, 21298, 22149, 10649"
12198,"11065, 20021"
12201,"11201, 10616, 11107, 11234, 11062, 11230, 11429, 10664"
12203,"12520, 22106"
12204,NA
12206,NA
12216,20177
12217,11154
12219,"22000, 11107, 22010"
12221,11453
12228,11013
12229,NA
12231,12467
12235,11585
12236,NA
12237,NA
12238,NA
12245,"20342, 11035, 12477"
12246,"10616, 20021, 20587, 20012, 2005, 23050, 20445, 11070, 20169, 20115"
12247,"20167, 20025, 20172, 20318"
12249,NA
12250,10849
12252,11230
12254,"11107, 19000"
12256,11227
12257,11090
12259,NA
12260,"11162, 22099, 20160, 20216"
12263,NA
12264,NA
12265,11331
12267,27031
12272,10644
12274,NA
12275,11411
12277,NA
12279,"20160, 22090, 20167, 12556, 20500, 20155, 20159"
12280,12310
12283,10659
12287,NA
12292,"20177, 20160, 20167, 20519, 20159"
12293,20375
12294,NA
12295,"11234, 20031"
12297,NA
12301,11159
12316,12325
12317,11679
12318,"10511, 11013"
12319,NA
12321,NA
12323,11013
12325,"18548, 11107, 25166, 11234, 11230"
12327,NA
12328,"11221, 11065, 12156, 10929"
12329,28479
12336,"26010, 20377, 20624"
12337,"20500, 12143"
12338,"11168, 10601"
12340,11154
12344,NA
12347,22171
12348,"11368, 11013, 20024, 22052"
12353,NA
12354,"20012, 18519, 50, 12143, 20164"
12356,20177
12357,"15057, 12184"
12360,"11075, 10664"
12361,"11176, 11368, 11106, 11067, 11107, 25246, 20020, 20359, 20012, 20587"
12365,11168
12366,NA
12370,NA
12372,12018
12373,11411
12376,"20504, 20001, 20180"
12377,"11049, 11411, 20001, 11407"
12378,19820
12382,"11168, 20177, 20706, 28358"
12387,"12642, 11162"
12391,"20702, 11530, 20023, 20347, 20732, 20629, 25345, 20624, 20212"
12392,20509
12395,11449
12396,NA
12397,18548
12400,"12246, 11219"
12401,NA
12404,11220
12407,NA
12410,NA
12414,NA
12416,"11841, 11340, 20745, 25221"
12418,NA
12419,NA
12420,NA
12421,"20201, 20032, 20172, 20326, 20553, 28440, 20340"
12422,"11106, 11411"
12423,23505
12424,NA
12425,NA
12426,NA
12427,"20725, 20201, 20322, 20372"
12429,20177
12432,NA
12436,NA
12437,NA
12438,"11035, 11013"
12439,11320
12441,10957
12443,NA
12446,"12138, 11236, 11183, 11197, 12246"
12448,19476
12451,NA
12454,"11061, 20500, 22171"
12455,20192
12459,"11201, 11062, 11107"
12460,"11107, 20580"
12461,"19805, 20441, 22083, 20167, 20347, 22207, 20159"
12462,"20001, 11220, 20167"
12463,"11010, 11013"
12465,11154
12467,"20115, 22730"
12468,20020
12472,11279
12473,"20167, 20271, 20159, 20553"
12475,NA
12477,NA
12479,11537
12480,15060
12483,11013
12484,11107
12485,NA
12486,11173
12489,NA
12491,"28303, 22010"
12492,"11044, 22145, 10616, 11210, 11368, 14469, 20588"
12495,NA
12496,NA
12497,"11209, 20375, 22184"
12498,"11449, 12057"
12499,10630
12501,"20032, 20348"
12502,"11169, 11062, 11220"
12503,"11449, 11537, 20177"
12504,"10616, 11894, 25345"
12505,NA
12506,11172
12508,"11070, 10880, 20012, 28204, 20241"
12509,NA
12513,10986
12514,11107
12527,"20012, 20025, 20347, 25244, 20457, 20650, 20032, 24098, 20331, 20416, 20340"
12528,NA
12529,NA
12531,"20012, 20359, 20020, 20731, 20587, 20468"
12532,NA
12533,20500
12534,"11155, 20001, 12527, 22247"
12536,NA
12539,"11066, 13506"
12542,NA
12544,11062
12545,NA
12548,"11013, 11861, 12502"
12549,"11186, 11222"
12550,"20012, 28408, 22246, 20254, 20650"
12551,NA
12552,12319
12553,NA
12555,"12771, 12527, 19853, 22001"
12556,NA
12558,"11081, 20719"
12559,NA
12561,12489
12565,NA
12571,"10704, 11642, 20728"
12572,11449
12574,NA
12575,"20629, 20020, 20177, 20195, 20296"
12576,24121
12578,NA
12580,"20025, 11001, 20200, 20347, 20031, 20333, 20372, 20356"
12582,20155
12584,"22252, 11220, 11105, 11841, 22010"
12586,20001
12591,"11065, 20507, 11107, 22001, 20160"
12592,NA
12597,13429
12598,NA
12599,"20001, 20519, 20187, 20173, 12527, 20005"
12602,NA
12603,NA
12604,NA
12605,11884
12606,"28227, 15214, 14307, 15594"
12607,"11062, 11201"
12608,NA
12609,11449
12610,11168
12617,NA
12618,"22220, 20001, 11201, 20155, 20167"
12619,"11220, 14199, 20177"
12620,"10770, 10844"
12622,11081
12623,12154
12624,10567
12625,"14410, 28204, 10978"
12626,28678
12627,NA
12628,NA
12629,20644
12630,NA
12631,NA
12632,11419
12633,11422
12635,14399
12637,"12023, 12491"
12639,11449
12640,11059
12641,NA
12642,20177
12643,"11449, 11019, 11229, 20390"
12644,NA
12646,NA
12647,NA
12649,NA
12670,NA
12671,NA
12672,NA
12673,NA
12674,NA
12675,NA
12676,NA
12677,NA
12678,NA
12679,NA
12680,NA
12681,NA
12682,NA
12684,NA
12686,NA
12687,NA
12688,NA
12689,NA
12692,NA
12693,NA
12694,NA
12695,NA
12696,NA
12697,NA
12698,NA
12699,NA
12702,NA
12704,11013
12705,NA
12706,NA
12707,11889
12708,NA
12709,NA
12710,NA
12711,NA
12712,NA
12713,NA
12714,NA
12715,NA
12716,NA
12717,NA
12718,NA
12719,NA
12720,NA
12721,NA
12722,NA
12723,NA
12724,NA
12739,11062
12740,11062
12742,NA
12744,NA
12746,NA
12747,NA
12748,NA
12749,NA
12750,NA
12751,NA
12752,NA
12754,NA
12756,NA
12757,NA
12758,NA
12759,NA
12760,NA
12762,NA
12763,NA
12765,NA
12766,NA
12767,NA
12769,NA
12770,NA
12771,NA
12772,NA
12774,NA
12775,NA
12777,NA
12778,NA
12779,NA
12780,NA
12782,NA
12784,NA
12785,NA
12791,NA
12792,NA
12793,NA
12794,NA
12795,NA
12796,NA
12801,NA
12802,NA
12804,NA
12805,NA
12807,NA
12808,NA
12812,NA
12814,NA
12815,NA
12817,NA
12818,NA
12819,NA
12820,NA
12821,NA
12822,NA
12823,NA
12824,NA
12825,NA
12826,NA
12827,NA
12829,NA
12830,NA
12831,NA
12832,NA
12833,NA
12834,NA
12835,NA
12836,NA
12837,NA
12838,NA
12839,NA
12840,NA
12841,NA
12842,NA
12843,NA
12845,NA
12846,NA
12847,NA
12848,NA
12849,NA
12850,NA
12851,NA
12852,NA
12853,NA
12854,NA
12855,NA
12856,NA
12857,NA
12858,NA
12859,NA
12860,NA
12862,NA
12863,NA
12864,NA
12867,NA
12868,NA
12869,NA
12870,NA
12875,NA
12876,NA
12878,NA
12879,NA
12880,NA
12881,NA
12884,NA
12885,NA
12887,NA
12888,NA
12889,NA
12890,NA
12891,NA
12892,NA
12893,NA
12894,23595
12895,NA
12896,NA
12897,NA
12898,NA
12899,NA
12900,NA
12901,NA
12902,NA
12903,18009
12904,NA
12905,NA
12907,NA
12908,NA
12909,NA
12910,NA
12911,NA
12912,NA
12913,NA
12914,29631
12915,NA
12916,NA
12917,NA
12919,NA
12920,NA
12921,NA
12922,NA
12923,NA
12924,NA
12925,NA
12927,NA
12928,NA
12929,NA
12932,NA
12933,NA
12934,NA
12935,NA
12936,NA
12937,NA
12938,NA
12951,NA
12952,12917
12953,NA
12954,NA
12956,NA
12958,NA
12959,NA
12963,NA
12964,NA
12965,NA
12968,NA
12969,NA
12970,NA
12971,NA
12972,NA
12973,NA
12974,NA
12975,NA
12976,NA
12977,NA
12981,NA
13000,"11254, 11070"
13003,"11060, 20025, 20024, 20012, 20005, 20345, 20354, 20472, 20276, 20280"
13004,"20025, 20032"
13005,NA
13007,NA
13008,11029
13013,"20012, 20201, 20032, 20356, 20617, 20315, 20241"
13016,NA
13018,"20020, 20005, 20192, 20527"
13019,"11070, 11019, 20580, 13140, 10644"
13020,"20638, 20024, 11070, 20727, 28601, 25246, 20012, 20587"
13022,"11070, 20012, 22130"
13025,NA
13028,"11060, 11067, 11072, 13036"
13029,"15097, 11068"
13031,"20733, 20394, 20012, 20241, 20340"
13036,"20032, 20226, 20711, 20472, 20202"
13037,NA
13038,11381
13039,"23032, 11263"
13040,"20189, 11070, 10635, 20674"
13041,11070
13042,NA
13046,NA
13049,11081
13058,11565
13059,NA
13061,"11530, 20303, 22010, 20160"
13063,11449
13066,NA
13067,NA
13069,20012
13071,NA
13074,"13116, 18365, 11279, 11070, 10712"
13077,NA
13080,"20012, 20347, 11001, 20032, 20031, 20330, 20277, 20241"
13082,11411
13085,"11081, 11448"
13086,11070
13088,NA
13101,11245
13104,NA
13105,"11070, 10652, 10644, 23505, 20005"
13106,NA
13107,"11070, 20321, 23063, 20394, 20208, 20204, 20005"
13108,"20032, 20330, 20241"
13109,"10957, 20012, 20005"
13110,"11081, 11411, 15097, 11107"
13112,"11062, 11449"
13113,"20415, 11409"
13116,"11013, 11070, 11012, 11417, 20192"
13118,14643
13121,"10616, 11173, 12527, 20012, 20005"
13123,NA
13125,11241
13126,NA
13127,NA
13128,"18843, 10986"
13129,28202
13132,NA
13133,20012
13134,NA
13135,"10616, 11169"
13136,"11070, 11729"
13137,NA
13139,11035
13140,"19338, 10636, 25222, 20020, 20012, 20005, 20025, 20121, 20202"
13142,NA
13144,11090
13145,"11267, 11028"
13148,NA
13149,11081
13151,19121
13153,11258
13200,NA
13201,NA
13202,NA
13203,NA
13204,NA
13206,NA
13207,NA
13208,NA
13209,NA
13210,NA
13211,NA
13212,NA
13213,NA
13214,NA
13215,NA
13217,NA
13218,NA
13219,NA
13220,NA
13221,NA
13222,NA
13223,NA
13224,NA
13226,NA
13228,NA
13230,NA
13231,NA
13232,NA
13233,NA
13234,NA
13236,NA
13237,NA
13250,NA
13251,NA
13252,NA
13253,NA
13254,NA
13255,NA
13256,NA
13257,NA
13258,NA
13259,NA
13261,NA
13262,NA
13263,NA
13264,NA
13265,NA
13266,NA
13267,NA
13268,NA
13269,NA
13270,NA
13271,NA
13272,NA
13273,NA
13274,NA
13275,NA
13276,NA
13277,NA
13278,NA
13279,NA
13280,NA
13281,NA
13282,NA
13283,NA
13284,NA
13285,NA
13286,NA
13287,NA
13288,NA
13289,NA
13290,NA
13291,NA
13292,NA
13293,NA
13294,NA
13295,NA
13296,11035
13297,NA
13298,NA
13299,NA
13300,NA
13301,NA
13302,NA
13303,NA
13304,NA
13305,NA
13306,NA
13307,NA
13308,NA
13309,NA
13310,NA
13311,NA
13312,NA
13313,NA
13314,NA
13315,NA
13316,NA
13317,NA
13318,NA
13319,NA
13320,NA
13321,NA
13322,NA
13323,NA
13324,NA
13325,NA
13327,NA
13328,NA
13329,NA
13330,NA
13331,NA
13332,NA
13333,NA
13334,NA
13335,NA
13336,NA
13337,NA
13338,NA
13339,NA
13340,NA
13341,NA
13342,NA
13343,NA
13344,NA
13345,NA
13358,NA
13359,NA
13360,NA
13361,NA
13362,NA
13363,NA
13364,NA
13365,NA
13366,NA
13368,NA
13369,NA
13370,NA
13371,10743
13372,NA
13373,NA
13374,NA
13375,NA
13376,NA
13377,NA
13378,NA
13379,NA
13380,NA
13381,NA
13382,NA
13383,NA
13384,NA
13385,NA
13386,NA
13387,17421
13388,NA
13389,NA
13390,NA
13391,NA
13392,NA
13393,NA
13394,NA
13395,NA
13396,NA
13397,NA
13398,NA
13399,11019
13400,NA
13401,NA
13403,NA
13404,NA
13405,NA
13406,NA
13407,NA
13408,NA
13409,NA
13410,NA
13411,NA
13412,NA
13413,NA
13414,NA
13415,NA
13416,NA
13417,"11368, 12004, 11060, 10763"
13418,NA
13419,NA
13420,NA
13421,NA
13422,NA
13423,NA
13424,NA
13425,NA
13426,NA
13427,NA
13428,NA
13429,NA
13430,NA
13431,NA
13433,NA
13434,NA
13435,NA
13436,NA
13437,NA
13438,NA
13439,NA
13440,NA
13441,NA
13442,NA
13443,NA
13444,NA
13445,NA
13446,NA
13447,NA
13448,NA
13449,NA
13450,NA
13451,NA
13452,NA
13453,NA
13454,NA
13455,NA
13456,NA
13457,NA
13458,NA
13459,NA
13460,NA
13461,NA
13462,NA
13464,NA
13465,NA
13466,NA
13467,NA
13468,NA
13469,NA
13470,NA
13471,NA
13472,NA
13473,NA
13474,NA
13475,NA
13476,NA
13477,NA
13478,NA
13479,NA
13480,NA
13481,NA
13482,NA
13483,NA
13484,NA
13485,NA
13486,NA
13487,NA
13488,NA
13489,NA
13490,NA
13491,NA
13492,NA
13493,19144
13494,NA
13495,NA
13496,NA
13497,NA
13500,"18162, 11081, 18493"
13501,"11169, 11361"
13502,NA
13504,NA
13505,NA
13506,11029
13508,23007
13509,11230
13510,10567
13511,"20203, 20189"
13512,20115
13514,11835
13515,NA
13516,"10616, 11845, 12310"
13517,NA
13518,NA
13519,20374
13520,"11029, 11081"
13521,10704
13522,"12025, 11013"
13523,NA
13524,1544
13526,15410
13527,22111
13528,NA
13529,"11029, 11264, 13520"
13530,NA
13531,NA
13532,11234
13533,11845
13535,18046
13537,"22876, 22010, 11070"
13539,28085
13540,20021
13541,"11070, 22247"
13543,11013
13544,10608
13545,167
13546,"20347, 20354, 25107, 20201"
13547,"11106, 11107"
13548,"11107, 11155, 28564"
13550,"11236, 13110, 11213"
13552,"20201, 20032, 20241"
13553,11061
13554,NA
13555,16032
13556,11013
13557,13539
13558,11015
13559,"19805, 11168"
13560,NA
13600,NA
13601,NA
13602,NA
13603,NA
13604,NA
13605,NA
13606,NA
13607,NA
13608,NA
13609,NA
13610,NA
13611,NA
13612,NA
13613,NA
13614,NA
13615,NA
13616,NA
13618,NA
13619,NA
13620,NA
13621,NA
13622,NA
13623,NA
13624,NA
13625,NA
13627,NA
13628,NA
13629,NA
13630,NA
13632,NA
13633,NA
13634,NA
13635,NA
13636,NA
13637,NA
13638,NA
13639,"11013, 11186"
13640,NA
13641,NA
13642,NA
13643,NA
13644,NA
13645,11418
13646,NA
13647,NA
13648,NA
13649,NA
13650,NA
13651,NA
13652,NA
13653,NA
13654,NA
13655,NA
13656,NA
13657,NA
13658,NA
13659,NA
13660,NA
13661,NA
13663,NA
13664,NA
13666,NA
13667,NA
13668,NA
13669,NA
13670,NA
13671,NA
13672,NA
13673,NA
13674,NA
13675,NA
13676,NA
13677,NA
13678,NA
13679,NA
13680,NA
13681,NA
13682,NA
13683,NA
13684,NA
13685,NA
13686,NA
13687,NA
13688,11848
13690,NA
13691,NA
13692,NA
13693,NA
13694,NA
13695,NA
13696,NA
13697,NA
13699,NA
13700,NA
13701,NA
13703,NA
13704,NA
13705,NA
13706,NA
13707,NA
13708,NA
13709,NA
13710,NA
13712,NA
13713,NA
13715,NA
13716,NA
13717,NA
13718,NA
13720,NA
13721,NA
13722,NA
13723,NA
13726,NA
13727,NA
13728,NA
13729,NA
13730,NA
13731,NA
13732,NA
13733,NA
13735,NA
13736,NA
13737,NA
13740,NA
13741,NA
13742,NA
13743,NA
13744,NA
13745,NA
13746,NA
13747,NA
13748,NA
13749,NA
13750,NA
13751,NA
13752,NA
13753,NA
13766,NA
13767,NA
13768,NA
13769,28564
13770,NA
13771,NA
13772,NA
13773,NA
13776,NA
13777,NA
13778,NA
13779,NA
13780,NA
13781,NA
13782,NA
13783,NA
13784,NA
13785,NA
13787,NA
13788,NA
13789,NA
13790,NA
13791,NA
13792,NA
13793,NA
13794,NA
13795,NA
13796,NA
13797,NA
13798,NA
13799,NA
13800,NA
13801,NA
13802,NA
13803,NA
13804,NA
13805,NA
13806,NA
13807,NA
13808,NA
13809,NA
13810,NA
13811,NA
13812,NA
13813,NA
13814,NA
13815,NA
13816,NA
13817,NA
13818,NA
13819,NA
13820,NA
13821,NA
13822,NA
13823,NA
13824,NA
13825,NA
13827,NA
13828,NA
13829,NA
13830,NA
13831,NA
13832,NA
13833,NA
13834,NA
13835,NA
13836,NA
13837,NA
13838,NA
13839,NA
13840,NA
13841,NA
13842,NA
13843,NA
13844,NA
13845,NA
13846,NA
13848,NA
13849,NA
13850,NA
13852,NA
13853,NA
13855,NA
13856,NA
13857,NA
13858,NA
13860,NA
13861,NA
13862,NA
13864,NA
13865,NA
13867,NA
13868,NA
13870,NA
13871,NA
13872,NA
13873,NA
13877,NA
13878,NA
13879,NA
13882,NA
13883,NA
13884,NA
13885,NA
13886,NA
13887,NA
13888,NA
13889,NA
13890,NA
13891,NA
13892,NA
13893,NA
13894,NA
13895,NA
13896,NA
13897,NA
13898,NA
13899,NA
13900,NA
13901,NA
13902,NA
13903,NA
13905,NA
13906,NA
13907,NA
13909,NA
13910,NA
13911,NA
13912,NA
13913,NA
13914,NA
13915,NA
13916,NA
13917,NA
13918,NA
13919,NA
13920,NA
13922,NA
13924,NA
13926,NA
13927,NA
13928,NA
13929,NA
13930,NA
13931,NA
13932,NA
13933,NA
13934,NA
13935,NA
13936,NA
13937,NA
13938,NA
13939,NA
13940,NA
13941,NA
13942,NA
13943,NA
13944,NA
13945,NA
13946,NA
13948,NA
13949,NA
13950,NA
13951,NA
13952,NA
13953,NA
13954,NA
13955,NA
13956,NA
13957,NA
13958,NA
13959,NA
13960,NA
13961,NA
13962,NA
13963,NA
13964,NA
13965,NA
13966,NA
13967,NA
13968,NA
13969,NA
13970,NA
13971,NA
13972,NA
13973,NA
